Source,Lat,Lon,Elev,Year,Month,d13Catm,Type,Species,Family,Biome,leaf_N_g_kg,leaf_C_g_kg,leaf_d15N,leaf_d13C,leaf_D13C,soil_d15N,soil_d13C,soil_C_g_kg,soil_N_g_kg,country,soil_type,soil_depth,sitename,sample_time,Notes
Jin et al. (2014),44.4,107.65,,,,,,,,,,,,,,,-20.9,0.59,,"Gansu, China",,59.9855,grass,,Wang et al. (2018)
Jin et al. (2014),44.4,107.65,,,,,,,,,,,,,,,-20.7,0.53,,"Gansu, China",,70.0303,grass,,Wang et al. (2018)
Jin et al. (2014),44.4,107.65,,,,,,,,,,,,,,,-20.7,0.53,,"Gansu, China",,80.072,grass,,Wang et al. (2018)
Jin et al. (2014),44.4,107.65,,,,,,,,,,,,,,,-20.5,0.46,,"Gansu, China",,89.9224,grass,,Wang et al. (2018)
Jin et al. (2014),44.4,107.65,,,,,,,,,,,,,,,-20.3,0.41,,"Gansu, China",,99.5783,grass,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26,11,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26.6,49,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26.4,29,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26.4,31,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26.2,21,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-26,15,,"Nagoya, Japan",,,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-27.3,171,,"Nagoya, Japan",,0-2,forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-25.9,8,,"Nagoya, Japan",,14-16,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-28.4,446,1.4,"Nagoya, Japan",,Litter/leaf,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-27.8,412,,"Nagoya, Japan",,Litter/leaf,Forest,,Wang et al. (2018)
Koarashi et al. (2005),35.15,136.97,,,,,,,,,,,,,,,-27.7,331,,"Nagoya, Japan",,Litter/leaf,forest,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-22.4,13,,"Kakamega, Kenya",,10,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-21.5,11,,"Kakamega, Kenya",,15,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-20.5,6,,"Kakamega, Kenya",,25,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-21.2,6,,"Kakamega, Kenya",,40,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-21.3,6,,"Kakamega, Kenya",,55,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-21.4,5,,"Kakamega, Kenya",,75,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-27.7,161,,"Kakamega, Kenya",,0-5,KFR,,Wang et al. (2018)
Krull et al. (2002),0.3,34.85,,,,,,,,,,,,,,,-27.3,43,1.29,"Kakamega, Kenya",,Litter/leaf,KFR,,Wang et al. (2018)
Lai et al. 2022,40.55,96.52,,,,,,,,Deserts,,,,,,,-20.83,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.52,96.03,,,,,,,,Deserts,,,,,,,-21.71,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.42,97.03,,,,,,,,Grasslands,,,,,,,-23.22,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.39,95.63,,,,,,,,Shrublands,,,,,,,-25.2,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.16,94.94,,,,,,,,Grasslands,,,,,,,-22.39,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.1,94.68,,,,,,,,Deserts,,,,,,,-22.39,,,,,0 – 5 cm ,,,
Lai et al. 2022,40.02,97.43,,,,,,,,Grasslands,,,,,,,-23.32,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.89,97.82,,,,,,,,Forests,,,,,,,-25.16,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.58,98.8,,,,,,,,Shrublands,,,,,,,-24.39,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.4,94.31,,,,,,,,Grasslands,,,,,,,-24.88,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.34,94.26,,,,,,,,Grasslands,,,,,,,-23.79,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.31,99.23,,,,,,,,Grasslands,,,,,,,-22.3,,,,,0 – 5 cm ,,,
Lai et al. 2022,39.3,99.92,,,,,,,,Shrublands,,,,,,,-24.56,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.99,100.42,,,,,,,,Forests,,,,,,,-25.11,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.83,100.9,,,,,,,,Grasslands,,,,,,,-21.82,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.79,94.33,,,,,,,,Shrublands,,,,,,,-27.32,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.55,101.37,,,,,,,,Grasslands,,,,,,,-24.1,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.26,101.87,,,,,,,,Grasslands,,,,,,,-23.17,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.22,94.35,,,,,,,,Grasslands,,,,,,,-23.71,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.16,101,,,,,,,,Grasslands,,,,,,,-21,,,,,0 – 5 cm ,,,
Lai et al. 2022,38.03,94.99,,,,,,,,Grasslands,,,,,,,-23.31,,,,,0 – 5 cm ,,,
Lai et al. 2022,38,102.47,,,,,,,,Shrublands,,,,,,,-25.16,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.87,95.32,,,,,,,,Grasslands,,,,,,,-22.72,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.55,95.51,,,,,,,,Shrublands,,,,,,,-26.25,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.54,95.47,,,,,,,,Grasslands,,,,,,,-23.25,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.53,95.43,,,,,,,,Grasslands,,,,,,,-23.45,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.45,104.06,,,,,,,,Grasslands,,,,,,,-21.9,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.4,102.91,,,,,,,,Grasslands,,,,,,,-23.61,,,,,0 – 5 cm ,,,
Lai et al. 2022,37.2,102.87,,,,,,,,Grasslands,,,,,,,-24.45,,,,,0 – 5 cm ,,,
Lai et al. 2022,37,104.2,,,,,,,,Grasslands,,,,,,,-21.9,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.79,99.67,,,,,,,,Grasslands,,,,,,,-24.2,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.78,99.08,,,,,,,,Grasslands,,,,,,,-22.86,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.77,103.24,,,,,,,,Shrublands,,,,,,,-25.05,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.75,99.6,,,,,,,,Grasslands,,,,,,,-24.45,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.67,101.4,,,,,,,,Grasslands,,,,,,,-23.17,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.66,95.03,,,,,,,,Grasslands,,,,,,,-21.67,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.65,101.52,,,,,,,,Grasslands,,,,,,,-22.5,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.65,101.52,,,,,,,,Grasslands,,,,,,,-22.2,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.62,100.23,,,,,,,,Forests,,,,,,,-27.75,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.59,100.75,,,,,,,,Grasslands,,,,,,,-24.66,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.56,98.67,,,,,,,,Grasslands,,,,,,,-20.94,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.48,102.24,,,,,,,,Grasslands,,,,,,,-24.96,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.46,101.14,,,,,,,,Grasslands,,,,,,,-24.7,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.44,98.23,,,,,,,,Grasslands,,,,,,,-22.51,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.43,94.86,,,,,,,,Shrublands,,,,,,,-24.81,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.35,102.76,,,,,,,,Shrublands,,,,,,,-22.75,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.33,104.1,,,,,,,,Grasslands,,,,,,,-21.7,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.33,104.1,,,,,,,,Grasslands,,,,,,,-20.1,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.3,103.64,,,,,,,,Grasslands,,,,,,,-23.54,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.2,94.9,,,,,,,,Deserts,,,,,,,-20.85,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.15,103.42,,,,,,,,Grasslands,,,,,,,-20.91,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.07,97.38,,,,,,,,Deserts,,,,,,,-22.53,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.05,98.01,,,,,,,,Grasslands,,,,,,,-23.05,,,,,0 – 5 cm ,,,
Lai et al. 2022,36.03,97.78,,,,,,,,Shrublands,,,,,,,-25.7,,,,,0 – 5 cm ,,,
Lai et al. 2022,36,94.74,,,,,,,,Grasslands,,,,,,,-22.3,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.92,91.2,,,,,,,,Grasslands,,,,,,,-21.31,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.91,92.93,,,,,,,,Grasslands,,,,,,,-25.05,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.87,94.49,,,,,,,,Deserts,,,,,,,-16.46,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.76,90.8,,,,,,,,Deserts,,,,,,,-20.85,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.72,94.17,,,,,,,,Grasslands,,,,,,,-23.19,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.71,91.43,,,,,,,,Grasslands,,,,,,,-21.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.71,94.06,,,,,,,,Grasslands,,,,,,,-22.8,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.64,94.07,,,,,,,,Grasslands,,,,,,,-23.46,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.63,91.68,,,,,,,,Grasslands,,,,,,,-22.43,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.5,93.69,,,,,,,,Grasslands,,,,,,,-25.15,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.28,93.23,,,,,,,,Grasslands,,,,,,,-22.95,,,,,0 – 5 cm ,,,
Lai et al. 2022,35.16,93.04,,,,,,,,Grasslands,,,,,,,-22.82,,,,,0 – 5 cm ,,,
Lai et al. 2022,34.76,92.9,,,,,,,,Grasslands,,,,,,,-24.46,,,,,0 – 5 cm ,,,
Lai et al. 2022,34.5,92.73,,,,,,,,Deserts,,,,,,,-17.47,,,,,0 – 5 cm ,,,
Lai et al. 2022,34.31,92.55,,,,,,,,Grasslands,,,,,,,-24.72,,,,,0 – 5 cm ,,,
Lai et al. 2022,34.16,92.39,,,,,,,,Grasslands,,,,,,,-24.94,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.93,92.52,,,,,,,,Grasslands,,,,,,,-20.23,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.72,92.1,,,,,,,,Grasslands,,,,,,,-25.09,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.6,103.9,,,,,,,,Forests,,,,,,,-25.55,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.51,91.98,,,,,,,,Grasslands,,,,,,,-24.33,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.5,103.9,,,,,,,,Forests,,,,,,,-24.45,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.4,103.9,,,,,,,,Forests,,,,,,,-26.42,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.3,103.9,,,,,,,,Forests,,,,,,,-26.5,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.24,88.79,,,,,,,,Grasslands,,,,,,,-23.16,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.16,91.86,,,,,,,,Grasslands,,,,,,,-22.85,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.11,88.9,,,,,,,,Grasslands,,,,,,,-23.61,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.06,88.63,,,,,,,,Deserts,,,,,,,-15.08,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.06,88.63,,,,,,,,Grasslands,,,,,,,-23.88,,,,,0 – 5 cm ,,,
Lai et al. 2022,33.05,88.64,,,,,,,,Grasslands,,,,,,,-23,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.88,91.92,,,,,,,,Grasslands,,,,,,,-24.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.71,81.5,,,,,,,,Grasslands,,,,,,,-22.68,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.67,91.87,,,,,,,,Grasslands,,,,,,,-22.85,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.64,91.85,,,,,,,,Shrublands,,,,,,,-24.79,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.59,82.06,,,,,,,,Grasslands,,,,,,,-23.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.5,82.41,,,,,,,,Grasslands,,,,,,,-23.38,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.41,83.4,,,,,,,,Grasslands,,,,,,,-22.89,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.4,91.73,,,,,,,,Grasslands,,,,,,,-22.59,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.4,81.11,,,,,,,,Grasslands,,,,,,,-23.74,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.37,80.31,,,,,,,,Grasslands,,,,,,,-23.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.33,91.72,,,,,,,,Grasslands,,,,,,,-23.71,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.25,84.36,,,,,,,,Grasslands,,,,,,,-23.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.18,91.71,,,,,,,,Grasslands,,,,,,,-22.91,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.18,91.71,,,,,,,,Grasslands,,,,,,,-22.42,,,,,0 – 5 cm ,,,
Lai et al. 2022,32.04,91.69,,,,,,,,Grasslands,,,,,,,-23.39,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.97,98.71,,,,,,,,Forests,,,,,,,-27.1,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.96,98.66,,,,,,,,Forests,,,,,,,-27.14,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.96,98.77,,,,,,,,Forests,,,,,,,-26.86,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.95,98.62,,,,,,,,Forests,,,,,,,-26.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.95,98.91,,,,,,,,Grasslands,,,,,,,-25.07,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.95,98.94,,,,,,,,Grasslands,,,,,,,-25.05,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.94,98.93,,,,,,,,Grasslands,,,,,,,-24.26,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.94,98.92,,,,,,,,Grasslands,,,,,,,-24.09,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.94,98.94,,,,,,,,Grasslands,,,,,,,-26.02,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.93,,,,,,,,Grasslands,,,,,,,-23.46,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.94,,,,,,,,Grasslands,,,,,,,-25.35,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.93,,,,,,,,Grasslands,,,,,,,-24.8,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.8,,,,,,,,Forests,,,,,,,-24.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.82,,,,,,,,Forests,,,,,,,-25.87,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.93,98.95,,,,,,,,Grasslands,,,,,,,-24.9,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.92,99.23,,,,,,,,Grasslands,,,,,,,-26.15,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.92,99.16,,,,,,,,Grasslands,,,,,,,-24.77,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.92,98.96,,,,,,,,Grasslands,,,,,,,-24.23,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.91,98.61,,,,,,,,Forests,,,,,,,-26.76,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.91,98.97,,,,,,,,Grasslands,,,,,,,-24.65,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.91,89.9,,,,,,,,Shrublands,,,,,,,-25.62,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.91,98.98,,,,,,,,Grasslands,,,,,,,-25.69,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.91,99.27,,,,,,,,Grasslands,,,,,,,-25.87,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.9,98.99,,,,,,,,Grasslands,,,,,,,-25.06,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.9,99,,,,,,,,Grasslands,,,,,,,-25.8,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.88,99.15,,,,,,,,Grasslands,,,,,,,-26.62,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.88,99.05,,,,,,,,Grasslands,,,,,,,-23.51,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.87,99.33,,,,,,,,Forests,,,,,,,-25.9,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.87,99.1,,,,,,,,Grasslands,,,,,,,-25.76,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.85,98.58,,,,,,,,Forests,,,,,,,-25.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.85,87.62,,,,,,,,Deserts,,,,,,,-15.99,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.82,98.58,,,,,,,,Forests,,,,,,,-18.82,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.81,99.43,,,,,,,,Forests,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.81,85.06,,,,,,,,Grasslands,,,,,,,-23.24,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.8,99.49,,,,,,,,Forests,,,,,,,-25.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.79,91.76,,,,,,,,Grasslands,,,,,,,-23.65,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.79,99.5,,,,,,,,Forests,,,,,,,-26.23,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.77,99.53,,,,,,,,Grasslands,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.76,99.54,,,,,,,,Grasslands,,,,,,,-25.02,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.75,99.55,,,,,,,,Grasslands,,,,,,,-25.59,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.74,99.58,,,,,,,,Grasslands,,,,,,,-26.17,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.73,99.59,,,,,,,,Grasslands,,,,,,,-26.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.73,99.6,,,,,,,,Grasslands,,,,,,,-25.21,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.72,99.62,,,,,,,,Grasslands,,,,,,,-25.87,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.7,99.64,,,,,,,,Grasslands,,,,,,,-25.87,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.69,99.65,,,,,,,,Grasslands,,,,,,,-25.92,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.68,99.68,,,,,,,,Grasslands,,,,,,,-26.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.68,99.68,,,,,,,,Grasslands,,,,,,,-26.4,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.66,99.74,,,,,,,,Grasslands,,,,,,,-26.39,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.66,99.77,,,,,,,,Grasslands,,,,,,,-23.78,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.65,100.26,,,,,,,,Grasslands,,,,,,,-25.69,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.27,,,,,,,,Grasslands,,,,,,,-27.61,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.26,,,,,,,,Grasslands,,,,,,,-24.48,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.26,,,,,,,,Grasslands,,,,,,,-23.43,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.28,,,,,,,,Grasslands,,,,,,,-19.21,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.3,,,,,,,,Grasslands,,,,,,,-26.54,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.64,100.36,,,,,,,,Grasslands,,,,,,,-25.61,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.63,99.83,,,,,,,,Grasslands,,,,,,,-25.55,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.63,100.24,,,,,,,,Grasslands,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.63,100.24,,,,,,,,Grasslands,,,,,,,-25.99,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.62,100.23,,,,,,,,Grasslands,,,,,,,-24.79,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.62,100.22,,,,,,,,Grasslands,,,,,,,-25.13,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.62,99.91,,,,,,,,Grasslands,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.62,99.98,,,,,,,,Forests,,,,,,,-25.1,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.6,100.16,,,,,,,,Grasslands,,,,,,,-25.73,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.6,100.19,,,,,,,,Grasslands,,,,,,,-25.23,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.59,100.14,,,,,,,,Forests,,,,,,,-27.37,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.59,100.08,,,,,,,,Forests,,,,,,,-24.96,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.58,91.81,,,,,,,,Grasslands,,,,,,,-23.19,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.58,100.11,,,,,,,,Forests,,,,,,,-24.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.57,100.13,,,,,,,,Forests,,,,,,,-26.65,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.57,100.45,,,,,,,,Forests,,,,,,,-23.93,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.56,100.43,,,,,,,,Grasslands,,,,,,,-26.34,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.51,100.52,,,,,,,,Forests,,,,,,,-25.35,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.46,100.57,,,,,,,,Forests,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.45,100.59,,,,,,,,Shrublands,,,,,,,-24.69,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.4,80.57,,,,,,,,Grasslands,,,,,,,-23.69,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.4,91.96,,,,,,,,Grasslands,,,,,,,-23.95,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.4,103.6,,,,,,,,Shrublands,,,,,,,-24.52,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.39,100.68,,,,,,,,Shrublands,,,,,,,-26.92,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.35,100.72,,,,,,,,Shrublands,,,,,,,-23.37,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.33,85.09,,,,,,,,Grasslands,,,,,,,-20.52,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.31,100.74,,,,,,,,Shrublands,,,,,,,-22.74,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.3,91.83,,,,,,,,Grasslands,,,,,,,-24.59,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.25,100.81,,,,,,,,Shrublands,,,,,,,-22.38,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.19,100.86,,,,,,,,Shrublands,,,,,,,-25.85,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.14,100.93,,,,,,,,Shrublands,,,,,,,-26.26,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.1,100.98,,,,,,,,Shrublands,,,,,,,-25.97,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.1,91.7,,,,,,,,Grasslands,,,,,,,-24.57,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.05,101.05,,,,,,,,Shrublands,,,,,,,-21.64,,,,,0 – 5 cm ,,,
Lai et al. 2022,31.02,81.12,,,,,,,,Shrublands,,,,,,,-25.53,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.99,101.11,,,,,,,,Shrublands,,,,,,,-22.19,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.93,101.19,,,,,,,,Shrublands,,,,,,,-23.37,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.9,101.22,,,,,,,,Forests,,,,,,,-27.36,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.88,91.63,,,,,,,,Grasslands,,,,,,,-23.01,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.87,101.25,,,,,,,,Forests,,,,,,,-26.08,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.8,101.29,,,,,,,,Forests,,,,,,,-26.77,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.8,101.29,,,,,,,,Forests,,,,,,,-25.62,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.79,101.31,,,,,,,,Forests,,,,,,,-27.48,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.77,101.32,,,,,,,,Forests,,,,,,,-25.21,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.75,101.33,,,,,,,,Grasslands,,,,,,,-25.38,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.72,101.36,,,,,,,,Grasslands,,,,,,,-26.12,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.7,101.38,,,,,,,,Grasslands,,,,,,,-25.37,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.69,82.05,,,,,,,,Grasslands,,,,,,,-23.64,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.68,101.39,,,,,,,,Grasslands,,,,,,,-25.47,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.67,91.1,,,,,,,,Grasslands,,,,,,,-22.08,,,,,0 – 5 cm ,,,
Lai et al. 2022,30.67,85.13,,,,,,,,Grasslands,,,,,,,-23.65,,,,,0 – 5 cm ,,,
